"","Apparent_Temperature","Cloud_Cover","Dew_Point","Humidity","Pressure","Temperature","Visibility","Wind_Speed","Day_of_week","Hr_of_day","Demand"
"1204",2.97,0.64,0.5,0.76,1007.26,4.36,16.09,6.1,"wknd","03",12648
"1205",3.12,0.94,0.67,0.76,1006.01,4.53,16.09,6.26,"wknd","04",12716
"1206",3.16,0.77,0.83,0.77,1004.5,4.47,15.9,5.92,"wknd","05",12890
"1207",3.28,0.88,1.86,0.84,1003.3,4.29,15.39,5.04,"wknd","06",13386
"1208",3.51,0.78,2.61,0.88,1001.92,4.43,16.09,4.84,"wknd","07",14061
"1209",4.78,0.86,3.11,0.89,1001.15,4.78,16.09,1.56,"wknd","08",14987
"1210",5.36,0.98,3.59,0.88,1000.96,5.36,12.34,1.45,"wknd","09",15885
"1211",5.89,1,4.61,0.92,1000.13,5.89,11.43,1.37,"wknd","10",16007
"1212",6.35,0.96,5.34,0.93,998.91,6.35,5.21,1.27,"wknd","11",16029
"1213",6.88,0.96,5.92,0.94,997.6,6.88,2.67,1.48,"wknd","12",16196
"1214",7.33,1,6.41,0.94,997.33,7.33,3.81,1.67,"wknd","13",16190
"1215",7.49,0.84,6.67,0.95,995.42,7.49,1.82,2.01,"wknd","14",16134
"1216",7.39,1,6.41,0.93,993.95,7.39,3.2,3.8,"wknd","15",15906
"1217",6.78,1,6.46,0.94,993.31,7.32,2.67,4.84,"wknd","16",16492
"1218",7.34,1,6.57,0.95,992.61,7.34,3.49,3.72,"wknd","17",16929
"1219",6.94,1,6.92,0.96,990.92,7.59,4.1,5.29,"wknd","18",16428
"1220",7.53,0.84,6.98,0.96,990.07,7.53,2.86,3.75,"wknd","19",15932
"1221",7.6,1,7.01,0.96,988.74,7.6,4.09,4.6,"wknd","20",15427
"1222",7,0.97,7.27,0.97,987.88,7.75,5.92,5.66,"wknd","21",14976
"1223",6.29,0.79,6.98,0.97,986.56,7.46,10.15,6.95,"wknd","22",14158
"1224",3.92,0.84,5.03,0.93,986.48,6.12,5.05,10.48,"wknd","23",13444
"1225",1.89,0.67,3.48,0.93,986.82,4.53,13.74,11.04,"wknd","00",12879
"1226",0.54,0.38,1.73,0.92,987.71,2.94,13.02,8.69,"wknd","01",12490
"1227",-1.12,0.38,0.74,0.9,989.38,2.28,12.55,12.54,"wknd","02",12252
"1228",-1.1,0.41,0.39,0.9,991.48,1.88,14.42,10.19,"wknd","03",12055
"1229",-1.44,0.31,-0.07,0.87,994.19,1.79,15.92,11.18,"wknd","04",12107
"1230",-1.16,0.61,0.08,0.87,996,2.04,16.09,11.3,"wknd","05",12302
"1231",-1.31,0.42,-0.62,0.83,998.02,1.87,16.09,11.02,"wknd","06",12707
"1232",-1.73,0.46,-0.51,0.87,999.56,1.44,16.09,10.65,"wknd","07",13224
"1233",-0.86,0.63,-0.19,0.86,1000.85,1.93,14.71,9.46,"wknd","08",14002
"1234",0.38,0.35,-0.41,0.81,1001.77,2.58,15.64,7.72,"wknd","09",14559
"1235",1.03,0.68,-1.23,0.72,1002.67,3.42,16.09,9.01,"wknd","10",14881
"1236",1.03,0.6,-1.55,0.67,1003.43,3.95,16.09,11.81,"wknd","11",15183
"1237",1.23,0.62,-2.33,0.63,1003.88,4.02,16.09,11.27,"wknd","12",15247
"1238",1.17,0.62,-2.31,0.64,1004.33,3.92,16.09,10.99,"wknd","13",15299
"1239",0.75,0.61,-2.27,0.65,1004.56,3.74,16.09,11.99,"wknd","14",15258
"1240",0.86,0.75,-2.32,0.68,1004.88,3.1,16.09,8.19,"wknd","15",15717
"1241",0.47,0.33,-3.75,0.64,1006.13,2.37,16.09,6.69,"wknd","16",16549
"1242",-1.61,0.14,-4.82,0.63,1007.24,1.38,16.09,9.87,"wknd","17",17724
"1243",-2.42,0.13,-5.97,0.63,1008.16,0.27,16.09,8.01,"wknd","18",17549
"1244",-3.52,0.13,-6.37,0.64,1009.12,-0.34,16.09,9.33,"wknd","19",17139
"1245",-4.26,0.24,-6.58,0.65,1009.82,-0.93,16.09,9.45,"wknd","20",16727
"1246",-3.73,0.74,-6.33,0.66,1010.33,-0.76,13.9,8.37,"wknd","21",16062
"1247",-3.14,0.96,-5.33,0.71,1010.72,-0.79,16.09,6.57,"wknd","22",15182
"1248",-2.58,0.88,-5.04,0.73,1010.92,-0.77,15.98,5.28,"wknd","23",14372
"1249",-2.32,0.3,-4.82,0.73,1011.34,-0.54,16.09,5.31,"wkday","00",13738
"1250",-2.54,0.28,-4.84,0.71,1011.7,-0.33,16.09,6.39,"wkday","01",13323
"1251",-3.11,0.67,-4.77,0.72,1012.05,-0.3,16.09,8.13,"wkday","02",13184
"1252",-2.81,0.91,-5.05,0.7,1012.9,-0.32,16.09,7.16,"wkday","03",13205
"1253",-2.72,0.74,-5.42,0.68,1012.91,-0.24,16.09,7.16,"wkday","04",13329
"1254",-3.08,0.68,-5.37,0.68,1013.21,-0.18,16.09,8.45,"wkday","05",13970
"1255",-3.49,0.84,-5.26,0.67,1013.62,0.07,16.09,11.09,"wkday","06",15334
"1256",-2.81,0.84,-5.14,0.68,1014.02,0.13,16.09,8.8,"wkday","07",16772
"1257",-2.92,0.86,-4.87,0.7,1014.58,0.03,16.09,8.75,"wkday","08",16920
"1258",-2.65,0.94,-4.46,0.7,1014.93,0.43,16.09,9.51,"wkday","09",16910
"1259",-1.46,0.88,-4.02,0.67,1015.12,1.43,16.09,9.46,"wkday","10",16832
"1260",-0.61,0.84,-3.52,0.66,1014.93,2.18,16.09,9.62,"wkday","11",16775
"1261",-0.46,0.89,-2.13,0.7,1014.32,2.76,16.09,12.05,"wkday","12",16668
"1262",0.68,0.87,-1.34,0.69,1013.74,3.89,16.09,13.29,"wkday","13",16392
"1263",3.18,0.29,-0.7,0.67,1013.06,4.96,16.09,7.68,"wkday","14",16492
"1264",3.49,0.23,-0.37,0.66,1012.55,5.38,16.09,8.42,"wkday","15",16672
"1265",3.73,0.11,-0.34,0.64,1012.26,5.92,16.09,10.17,"wkday","16",17495
"1266",3.59,0.14,0.34,0.7,1012.15,5.32,16.09,7.74,"wkday","17",18350
"1267",3.02,0.23,0.97,0.74,1011.95,5.14,16.09,9.17,"wkday","18",18197
"1268",2.96,0.19,1.06,0.75,1011.92,5.12,16.09,9.37,"wkday","19",17778
"1269",2.81,0.11,1.09,0.76,1011.73,4.93,16.09,9.06,"wkday","20",17393
"1270",3.31,0.07,1.25,0.75,1011.11,5.27,16.09,8.63,"wkday","21",16663
"1271",2.82,0.06,0.71,0.72,1010.44,5.35,16.09,11.35,"wkday","22",15428
"1272",3.77,0.02,0.87,0.72,1009.85,5.44,16.09,7.64,"wkday","23",14142
"1273",3.39,0,0.82,0.72,1009.57,5.41,16.09,8.95,"wkday","00",13336
"1274",3.36,0,0.66,0.71,1009.04,5.48,16.09,9.5,"wkday","01",12830
"1275",3.62,0,0.74,0.71,1008.88,5.56,16.09,8.77,"wkday","02",12582
"1276",4.11,0.01,0.54,0.7,1008.49,5.54,16.09,6.81,"wkday","03",12454
"1277",3.52,0.03,0.49,0.7,1007.93,5.53,16.09,9.06,"wkday","04",12598
"1278",3.47,0.05,0.48,0.7,1007.48,5.48,16.09,9.01,"wkday","05",13309
"1279",4.22,0.17,0.4,0.68,1006.56,5.77,16.09,7.4,"wkday","06",14705
"1280",4.17,0.44,0.33,0.67,1005.69,6.01,16.09,8.69,"wkday","07",16024
"1281",4.6,0.37,0.59,0.67,1005.37,6.37,16.09,8.64,"wkday","08",16038
"1282",5.2,0.07,0.75,0.64,1005.41,7.13,16.09,10.09,"wkday","09",15798
"1283",6.54,0.06,1.04,0.6,1005.44,8.33,16.09,10.56,"wkday","10",15579
"1284",7.31,0.1,1.51,0.6,1005.01,8.84,16.09,9.72,"wkday","11",15101
"1285",7.15,0.06,1.73,0.58,1004.78,9.62,16.09,17.57,"wkday","12",14981
"1286",10.82,0.18,1.92,0.54,1004.94,10.82,16.09,11.01,"wkday","13",15130
"1287",11.07,0.03,2.27,0.55,1005.43,11.07,16.09,11.46,"wkday","14",15576
"1288",11.17,0.23,2.11,0.54,1006.17,11.17,16.09,9.56,"wkday","15",16129
"1289",9.13,0.16,1.93,0.57,1007.09,9.99,16.09,7.4,"wkday","16",16807
"1290",8.02,0.25,1.86,0.6,1007.93,9.12,16.09,7.87,"wkday","17",17806
"1291",7.31,0.89,1.97,0.62,1008.76,8.87,16.09,9.93,"wkday","18",17597
"1292",7.26,0.96,1.99,0.62,1009.16,8.91,16.09,10.48,"wkday","19",17382
"1293",6.41,0.47,2.42,0.69,1010.05,7.81,16.09,8.22,"wkday","20",17054
"1294",4.06,0.35,2.29,0.76,1010.42,6.19,16.09,10.17,"wkday","21",16609
"1295",2.99,0.6,1.72,0.78,1011.11,5.14,16.09,9.37,"wkday","22",15517
"1296",1.91,0.65,0.56,0.76,1012.03,4.49,16.09,10.75,"wkday","23",14104
"1297",1.94,0.69,0.14,0.78,1013.03,3.67,16.09,6.79,"wkday","00",13597
"1298",1.29,0.81,-0.4,0.75,1013.71,3.65,16.09,9.04,"wkday","01",13236
"1299",1.03,0.97,-1.96,0.7,1014.1,3.06,16.09,7.42,"wkday","02",12944
"1300",0.26,0.91,-2.35,0.69,1014.93,2.84,16.09,9.35,"wkday","03",12603
"1301",0.19,0.89,-2.78,0.68,1015.38,2.51,16.09,8.08,"wkday","04",12722
"1302",-0.01,0.85,-3.25,0.68,1016.33,2.08,16.09,7.13,"wkday","05",13517
"1303",-0.91,0.79,-3.61,0.67,1017.54,1.78,16.09,9,"wkday","06",14838
"1304",-1.38,0.7,-4.1,0.68,1018.64,1.19,15.14,8.19,"wkday","07",16388
"1305",-1.76,0.88,-5.27,0.64,1019.86,0.69,15.8,7.53,"wkday","08",16822
"1306",-2.81,0.39,-5.63,0.65,1020.82,0.21,15.3,9.14,"wkday","09",16815
"1307",-2.81,0.63,-6.44,0.62,1021.3,0,16.09,8.27,"wkday","10",16762
"1308",-2.85,0.86,-7.33,0.56,1021.79,0.4,16.09,10.12,"wkday","11",16721
"1309",-1.88,0.93,-7.49,0.55,1021.48,0.54,16.09,7.39,"wkday","12",16792
"1310",-2.49,0.77,-7.33,0.56,1021.75,0.34,16.09,8.56,"wkday","13",16802
"1311",-1.95,0.93,-7.44,0.55,1021.48,0.63,16.09,7.92,"wkday","14",16807
"1312",-3.4,0.93,-7.91,0.55,1022.35,0.13,16.09,11.04,"wkday","15",17213
"1313",-3.25,0.93,-8.11,0.57,1023.25,-0.62,16.09,7.39,"wkday","16",18072
"1314",-4.56,0.93,-8.16,0.58,1023.6,-0.99,16.09,10.3,"wkday","17",19092
"1315",-4.19,0.88,-8.3,0.58,1024.12,-1.19,16.09,8.22,"wkday","18",18881
"1316",-3.9,0.72,-8.7,0.58,1023.95,-1.51,16.09,6.39,"wkday","19",18606
"1317",-3.73,0.8,-8.37,0.58,1023.75,-1.28,16.09,6.65,"wkday","20",18265
"1318",-2.91,0.96,-7.63,0.61,1023.5,-1.14,16.09,5.09,"wkday","21",17586
"1319",-2.68,0.96,-7.38,0.61,1023.04,-0.71,16.09,5.66,"wkday","22",16480
"1320",-2.87,0.96,-6.83,0.62,1022.48,-0.48,16.09,6.79,"wkday","23",15212
"1321",-2.56,0.96,-6.61,0.63,1022.21,-0.43,16.09,6.13,"wkday","00",14274
"1322",-2.77,0.96,-6.45,0.64,1021.78,-0.42,16.09,6.71,"wkday","01",13827
"1323",-2.64,0.96,-6,0.66,1021.37,-0.33,16.09,6.63,"wkday","02",13628
"1324",-0.27,0.96,-6.04,0.65,1021.18,-0.27,16.09,3.91,"wkday","03",13551
"1325",-2.66,1,-5.72,0.66,1020.92,-0.04,16.09,7.66,"wkday","04",13630
"1326",-3,1,-6.19,0.64,1020.4,-0.22,16.09,8.06,"wkday","05",14330
"1327",-2.77,0.96,-6.49,0.62,1019.86,-0.19,16.09,7.45,"wkday","06",15604
"1328",-1.93,0.96,-6.67,0.61,1019.54,-0.13,16.09,5.44,"wkday","07",16937
"1329",-1.88,0.7,-6.49,0.6,1019.55,0.33,16.09,6.66,"wkday","08",17164
"1330",-1.76,0.71,-6.11,0.6,1019.31,0.85,16.09,8.13,"wkday","09",17121
"1331",-0.77,0.97,-5.77,0.58,1018.2,1.64,16.09,7.9,"wkday","10",16959
"1332",0.13,0.97,-5.29,0.58,1017.51,2.17,16.09,7.03,"wkday","11",16881
"1333",0.66,0.91,-4.84,0.58,1016.47,2.64,16.09,7.08,"wkday","12",16923
"1334",0.77,0.91,-4.68,0.56,1015.43,3.28,16.09,9.35,"wkday","13",16753
"1335",1.66,0.88,-4.71,0.54,1014.3,3.71,16.09,7.87,"wkday","14",16880
"1336",2.02,0.82,-5.47,0.51,1013.83,3.83,16.09,7.13,"wkday","15",17147
"1337",1.23,0.8,-6.08,0.49,1013.49,3.76,16.09,9.8,"wkday","16",17710
"1338",1.56,0.85,-6.43,0.48,1013.45,3.47,16.09,7.31,"wkday","17",18502
"1339",1.58,0.85,-5.73,0.51,1013.78,3.32,16.09,6.65,"wkday","18",18226
"1340",0.42,0.77,-5.01,0.55,1014.12,3.17,16.09,10.3,"wkday","19",18063
"1341",0.66,0.86,-4.28,0.57,1014.01,3.39,16.09,10.43,"wkday","20",17686
"1342",1.48,1,-4.37,0.57,1013.66,3.4,16.09,7.29,"wkday","21",17037
"1343",0.79,1,-3.75,0.6,1013.91,3.36,16.09,9.67,"wkday","22",15951
"1344",0.77,0.97,-3.39,0.62,1013.97,3.21,16.09,9.03,"wkday","23",14719
"1345",0.83,0.97,-3.29,0.62,1014.03,3.26,16.09,9.03,"wkday","00",13947
"1346",1.24,1,-3.33,0.61,1013.63,3.38,16.09,8.03,"wkday","01",13473
"1347",1.44,1,-3.45,0.62,1013.58,3.21,16.09,6.69,"wkday","02",13175
"1348",1.18,1,-3.32,0.64,1013.34,2.82,16.09,6.12,"wkday","03",13041
"1349",2.21,0.72,-3.37,0.67,1013.08,2.21,16.09,4.33,"wkday","04",13092
"1350",2.31,0.86,-3.28,0.67,1012.6,2.31,16.09,4.65,"wkday","05",13630
"1351",1.04,0.62,-2.47,0.69,1012.08,2.56,16.09,5.7,"wkday","06",14841
"1352",2.6,0.12,-2.34,0.7,1011.52,2.6,16.09,4.46,"wkday","07",15995
"1353",0.26,0.06,-1.91,0.71,1011.4,2.84,16.09,9.32,"wkday","08",16122
"1354",1.8,0.03,-1.54,0.66,1011.07,4.27,16.09,10.03,"wkday","09",15749
"1355",3.43,0.03,1.19,0.72,1010.38,5.78,16.09,10.85,"wkday","10",15215
"1356",5.24,0.1,1.97,0.69,1009.93,7.28,16.09,10.86,"wkday","11",15178
"1357",6.55,0.05,1.51,0.62,1008.4,8.38,16.09,10.88,"wkday","12",15093
"1358",7.07,0.04,1.62,0.59,1007.38,9.09,16.09,13.02,"wkday","13",15024
"1359",7.92,0.07,1.81,0.58,1005.9,9.73,16.09,12.52,"wkday","14",15160
"1360",7.84,0.56,1.33,0.57,1005.41,9.41,16.09,10.51,"wkday","15",15473
"1361",6.74,0.29,1.26,0.6,1004.94,8.5,16.09,10.62,"wkday","16",16160
"1362",6.33,0.35,0.72,0.59,1004.64,8.22,16.09,11.02,"wkday","17",17069
"1363",5.9,0.17,0.08,0.57,1004.43,8.05,16.09,12.41,"wkday","18",16651
"1364",6.05,0.17,0.22,0.57,1004.21,8.17,16.09,12.42,"wkday","19",16465
"1365",6.66,0.62,0.66,0.58,1003.63,8.36,16.09,10.11,"wkday","20",16253
"1366",6.74,0.78,0.54,0.57,1002.93,8.67,16.09,11.86,"wkday","21",15570
"1367",6.95,0.77,0.73,0.57,1002.15,8.79,16.09,11.51,"wkday","22",14477
"1368",6.54,0.56,0.31,0.55,1001.36,8.73,16.09,13.7,"wkday","23",13646
"1369",7.08,0.54,0.49,0.56,1001.6,8.75,16.09,10.41,"wknd","00",12770
"1370",7.1,0.61,0.6,0.56,1000.46,8.93,16.09,11.6,"wknd","01",12137
"1371",6.58,0.36,0.36,0.57,1000.31,8.46,16.09,11.25,"wknd","02",11910
"1372",6.56,0.31,0.82,0.59,999.9,8.45,16.09,11.38,"wknd","03",11687
"1373",6.78,0.91,1.29,0.6,999.11,8.61,16.09,11.18,"wknd","04",11739
"1374",6.77,0.42,1.67,0.62,998.99,8.59,16.09,11.15,"wknd","05",11992
"1375",7.03,0.75,2.4,0.65,998.97,8.68,16.09,10.19,"wknd","06",12623
"1376",7.45,0.83,3.04,0.67,999.46,8.77,16.09,8.61,"wknd","07",13526
"1377",6.08,0.87,4.21,0.78,1000.32,7.72,16.09,9.21,"wknd","08",14352
"1378",6.18,0.28,4.62,0.8,1001.12,7.77,16.09,9.01,"wknd","09",14968
"1379",7.07,0.3,5.43,0.81,1001.89,8.43,16.09,8.5,"wknd","10",15165
"1380",7.94,0.28,5.24,0.76,1002.94,9.35,16.09,9.61,"wknd","11",15279
"1381",8.33,0.3,4.43,0.69,1002.93,9.83,16.09,10.65,"wknd","12",14971
"1382",8.09,0.33,3.32,0.65,1003.86,9.58,16.09,10.28,"wknd","13",15013
"1383",7.68,0.15,1.86,0.61,1004.69,8.95,16.09,8.48,"wknd","14",14990
"1384",7.04,0.17,0.37,0.56,1005.24,8.64,16.09,9.85,"wknd","15",15246
"1385",5.88,0.33,-0.2,0.57,1006.09,7.81,16.09,10.81,"wknd","16",15992
"1386",4.99,0.68,0.12,0.61,1007.27,7.2,16.09,11.72,"wknd","17",16641
"1387",4.73,0.91,-0.37,0.62,1007.96,6.46,16.09,8.55,"wknd","18",16258
"1388",4.23,0.79,-0.45,0.63,1008.76,6.06,16.09,8.63,"wknd","19",15800
"1389",3.89,0.59,0.37,0.69,1009.22,5.71,16.09,8.38,"wknd","20",15487
"1390",1.64,0.59,1.48,0.82,1009.91,4.24,16.09,10.54,"wknd","21",15001
"1391",0.77,0.6,0.31,0.78,1010.83,3.76,16.09,11.99,"wknd","22",14293
"1392",-0.22,0.29,-1.26,0.73,1011.96,3.02,16.09,12.47,"wknd","23",13453
"1393",-0.43,0.39,-2.63,0.71,1012.29,2.14,16.09,8.79,"wknd","00",12905
"1394",-1.34,0.62,-2.63,0.72,1013.04,1.95,16.09,11.64,"wknd","01",12567
"1395",-0.81,0.82,-2.11,0.75,1013.59,1.89,16.09,9.08,"wknd","02",12319
"1396",-0.97,0.82,-2.69,0.74,1014.77,1.52,16.09,8.1,"wknd","03",12222
"1397",-1.64,0.65,-1.71,0.81,1015.62,1.23,16.09,9.3,"wknd","04",12261
"1398",-1.49,0.77,-2.41,0.75,1016.4,1.51,16.09,10.01,"wknd","05",12562
"1399",-2.07,0.95,-4.19,0.66,1016.79,1.37,16.09,11.73,"wknd","06",12955
"1400",-2.72,0.92,-5.24,0.64,1017.66,0.71,16.09,11.06,"wknd","07",13649
"1401",-2.52,0.97,-5.51,0.65,1018.65,0.29,16.09,8.43,"wknd","08",14301
"1402",-2.44,1,-5.66,0.63,1019.05,0.49,16.09,9.03,"wknd","09",14821
"1403",-1.59,1,-5.22,0.64,1019.63,0.79,16.09,7.37,"wknd","10",14897
"1404",-1.04,1,-4.92,0.63,1018.45,1.33,16.09,7.63,"wknd","11",15065
"1405",-0.51,1,-3.91,0.65,1017.5,1.92,16.09,8.13,"wknd","12",14972
"1406",-0.89,1,-4.32,0.63,1016.48,1.96,16.09,9.69,"wknd","13",14985
"1407",-0.47,1,-4.45,0.61,1015.45,2.22,16.09,9.27,"wknd","14",15098
"1408",-0.54,0.96,-4.54,0.61,1014.82,2.21,16.09,9.53,"wknd","15",15497
"1409",-0.76,0.94,-4.98,0.6,1014.36,2.01,16.09,9.41,"wknd","16",16301
"1410",-0.71,0.35,-4.96,0.61,1013.52,1.78,16.09,8.24,"wknd","17",17380
"1411",-0.82,0.2,-4.28,0.63,1012.2,1.95,16.09,9.4,"wknd","18",17309
"1412",-1.28,0.28,-4.19,0.64,1012.21,1.98,16.09,11.56,"wknd","19",16889
"1413",-1.39,0.22,-3.66,0.65,1012.36,2.28,16.09,13.92,"wknd","20",16409
"1414",-0.39,0.7,-3.09,0.66,1012.32,2.71,16.09,11.47,"wknd","21",15856
"1415",-0.47,0.86,-2.87,0.66,1011.9,2.86,16.09,12.73,"wknd","22",14940
"1416",0.7,0.58,-2.14,0.67,1011.7,3.32,16.09,9.88,"wknd","23",14019
"1417",0.88,0.62,-1.63,0.69,1011.87,3.55,16.09,10.25,"wkday","00",13429
"1418",1.34,0.64,-1.33,0.68,1012.2,4.08,16.09,11.14,"wkday","01",12926
"1419",1.93,0.64,-1.64,0.65,1013.01,4.43,16.09,10.25,"wkday","02",12697
"1420",2.51,0.79,-2.49,0.61,1013.59,4.4,16.09,7.76,"wkday","03",12583
"1421",1.44,0.78,-3.19,0.59,1014.48,4.01,16.09,10.2,"wkday","04",13079
"1422",1.41,0.84,-3.52,0.62,1015.43,3.14,16.09,6.57,"wkday","05",13826
"1423",-0.22,0.91,-3.39,0.67,1016.96,2.11,16.09,7.89,"wkday","06",15243
"1424",-0.86,0.91,-4.11,0.66,1018.22,1.54,16.09,7.85,"wkday","07",16801
"1425",-1.16,0.88,-4.3,0.67,1018.75,1.18,16.09,7.45,"wkday","08",17022
"1426",-1.41,0.63,-4.7,0.66,1020.1,0.87,16.09,7.11,"wkday","09",16667
"1427",-1.29,0.28,-4.73,0.64,1020.73,1.37,16.09,8.61,"wkday","10",16287
"1428",0.22,0.28,-4.31,0.63,1021.24,2.03,16.09,6.31,"wkday","11",16151
"1429",0.91,0.27,-4.54,0.6,1021.35,2.53,16.09,6,"wkday","12",16160
"1430",1.74,0.23,-4.26,0.58,1021.53,3.24,16.09,5.92,"wkday","13",16227
"1431",2.21,0.15,-4.11,0.58,1021.34,3.36,16.09,5.05,"wkday","14",16336
"1432",3.21,0.14,-4.03,0.59,1021.77,3.21,16.09,1.98,"wkday","15",16780
"1433",2.45,0.03,-4.07,0.62,1022.31,2.45,16.09,1.42,"wkday","16",17907
"1434",1.8,0.14,-3.83,0.66,1022.59,1.8,16.09,4.49,"wkday","17",19115
"1435",1.3,0.55,-4.02,0.68,1022.61,1.3,16.09,4.78,"wkday","18",18815
"1436",-1.69,0.23,-4.12,0.7,1022.84,0.69,16.09,7.31,"wkday","19",18390
"1437",-2.38,0.15,-4.29,0.71,1022.98,0.34,16.09,8.21,"wkday","20",17933
"1438",-2.63,0.11,-4.33,0.72,1023.15,0.07,16.09,7.97,"wkday","21",17190
"1439",-1.72,0.05,-4.05,0.73,1022.87,0.18,16.09,5.81,"wkday","22",16290
"1440",-1.45,0.62,-3.51,0.75,1022.68,0.45,16.09,5.91,"wkday","23",14897
"1441",-1.87,0.22,-2.74,0.77,1022.07,0.81,16.09,8.32,"wkday","00",14077
"1442",-1.44,0.06,-2.41,0.78,1021.73,0.99,16.09,7.61,"wkday","01",13430
"1443",-1.1,0.16,-1.91,0.8,1020.89,1.08,16.09,6.9,"wkday","02",13294
"1444",-0.28,0.14,-1.21,0.82,1020.65,1.48,16.09,5.94,"wkday","03",13190
"1445",-0.36,0.15,-0.66,0.85,1019.92,1.67,16.09,6.74,"wkday","04",13268
"1446",0.22,0.13,-0.42,0.85,1019.39,1.86,16.09,5.78,"wkday","05",13836
"1447",0.53,0.03,-0.16,0.86,1019.13,1.88,16.09,5.09,"wkday","06",15301
"1448",2.19,0.06,0.32,0.87,1018.54,2.19,16.09,4.06,"wkday","07",16435
"1449",2.82,0.06,0.99,0.88,1017.8,2.82,16.09,4.06,"wkday","08",16437
"1450",3.34,0.03,2.19,0.83,1017.27,4.76,16.09,6.39,"wkday","09",15781
"1451",8.07,0.03,3.41,0.69,1016.69,8.71,16.09,5.76,"wkday","10",15183
"1452",10.6,0.05,3.69,0.62,1016.11,10.6,16.09,7.39,"wkday","11",14782
"1453",12.84,0.16,2.91,0.51,1014.91,12.84,16.09,11.49,"wkday","12",14717
"1454",13.9,0.1,2.67,0.47,1013.91,13.9,16.09,10.75,"wkday","13",14677
"1455",14.95,0.03,2.78,0.44,1013.14,14.95,16.09,14.98,"wkday","14",14806
"1456",15.27,0.03,2.55,0.42,1012.85,15.27,16.09,11.47,"wkday","15",15343
"1457",14.12,0.06,1.98,0.44,1012.81,14.12,16.09,12.86,"wkday","16",16429
"1458",13.48,0.23,2.14,0.46,1012.92,13.48,16.09,15.45,"wkday","17",17510
"1459",13.02,0.23,2.35,0.48,1012.41,13.02,16.09,9.24,"wkday","18",17314
"1460",13.04,0.19,2.66,0.49,1012.2,13.04,16.09,9.3,"wkday","19",17110
"1461",13.42,0.32,2.38,0.47,1012.12,13.42,16.09,8.98,"wkday","20",16763
"1462",13.93,0.83,1.56,0.43,1012.25,13.93,16.09,8.85,"wkday","21",16006
"1463",13.87,0.96,1.26,0.42,1012.2,13.87,16.09,10.28,"wkday","22",14920
"1464",13.62,0.9,1.94,0.45,1012.34,13.62,16.09,7.97,"wkday","23",13743
"1465",12.17,0.96,4.59,0.6,1012.76,12.17,16.09,9.21,"wkday","00",13035
"1466",11.58,0.3,5.87,0.68,1013.13,11.58,16.09,7.42,"wkday","01",12563
"1467",8.66,0.15,5.27,0.73,1013.9,9.94,16.09,9.5,"wkday","02",12375
"1468",8.02,0.05,4.59,0.73,1014.89,9.11,16.09,7.79,"wkday","03",12334
"1469",6.26,0.01,3.23,0.72,1015.59,8.01,16.09,10.03,"wkday","04",12501
"1470",5.34,0.01,1.07,0.65,1016.49,7.25,16.09,10.11,"wkday","05",13142
"1471",4.39,0.06,0.53,0.66,1017.53,6.39,16.09,9.75,"wkday","06",14564
"1472",3.86,0.06,-0.14,0.66,1019.21,5.79,16.09,8.92,"wkday","07",15981
"1473",3.73,0.2,0.17,0.68,1020.47,5.62,16.09,8.59,"wkday","08",16187
"1474",3.91,0.3,-0.74,0.62,1021.84,6.01,16.09,9.82,"wkday","09",16090
"1475",3.31,0.72,-2.44,0.56,1023.72,5.67,16.09,10.85,"wkday","10",15956
"1476",2.64,0.75,-3.46,0.54,1025.25,5.17,16.09,11.12,"wkday","11",15499
"1477",3.93,0.67,-3.95,0.49,1025.5,5.85,16.09,8.9,"wkday","12",15364
"1478",4.57,0.27,-3.78,0.48,1025.95,6.4,16.09,8.93,"wkday","13",15384
"1479",4.7,0.18,-3.34,0.5,1026.14,6.32,16.09,8.01,"wkday","14",15409
"1480",4.21,0.18,-3.44,0.51,1026.06,6,16.09,8.47,"wkday","15",16018
"1481",3.87,0.07,-3.28,0.55,1026.67,5.11,16.09,5.97,"wkday","16",17108
"1482",4.07,0.04,-3.31,0.59,1027.31,4.07,16.09,4.68,"wkday","17",18329
"1483",3.23,0.03,-3.35,0.62,1027.81,3.23,16.09,3.22,"wkday","18",18088
"1484",2.17,0.03,-3.62,0.65,1027.99,2.17,16.09,2.95,"wkday","19",17745
"1485",1.36,0,-4.16,0.67,1027.8,1.36,16.09,1.58,"wkday","20",17589
"1486",0.86,0,-4.24,0.69,1027.47,0.86,16.09,0.56,"wkday","21",16957
"1487",0.58,0,-4.36,0.69,1026.56,0.58,16.09,2.77,"wkday","22",15774
"1488",-0.89,0,-3.7,0.73,1024.86,0.57,16.09,4.92,"wkday","23",14543
"1489",1.32,0,-2.44,0.76,1024.65,1.32,16.09,3.89,"wkday","00",13760
"1490",0.36,0.11,-2.12,0.76,1024.21,1.64,16.09,4.84,"wkday","01",13348
"1491",1.8,0.14,-2.31,0.74,1023.64,1.8,15.72,4.26,"wkday","02",13078
"1492",1.56,0.61,-2.41,0.75,1023.01,1.56,16.09,2.9,"wkday","03",12962
"1493",1.39,0.61,-2.58,0.75,1021.71,1.39,16.09,1.48,"wkday","04",13041
"1494",1.02,0.17,-2.33,0.78,1020.44,1.02,16.09,2.61,"wkday","05",13623
