"","Apparent_Temperature","Cloud_Cover","Dew_Point","Humidity","Pressure","Temperature","Visibility","Wind_Speed","Day_of_week","Hr_of_day","Demand"
"304",11.17,0.64,4.98,0.66,1023.53,11.17,16.09,23.14,"wkday","15",15363
"305",10.86,0.94,4.47,0.65,1022.56,10.86,16.09,22.35,"wkday","16",15745
"306",10.35,0.97,5.08,0.7,1022.98,10.35,16.09,22.79,"wkday","17",15969
"307",6.81,0.76,5.79,0.77,1023.67,9.56,16.09,20.2,"wkday","18",16272
"308",5.48,0.88,5.83,0.82,1023.42,8.7,16.06,22.82,"wkday","19",16008
"309",5.17,0.63,5.84,0.83,1024.03,8.48,16.06,23.11,"wkday","20",15247
"310",5.04,0.66,5.48,0.83,1024.14,8.19,16.09,20.57,"wkday","21",14218
"311",5.13,0.7,5.52,0.82,1024.83,8.4,16.09,22.45,"wkday","22",13069
"312",5.26,0.68,5.24,0.8,1024.94,8.56,16.09,23.24,"wkday","23",12222
"313",5.28,0.69,4.85,0.77,1024.92,8.6,16.09,23.59,"wkday","00",11795
"314",6.14,0.63,5.19,0.76,1024.75,9.19,16.09,22.37,"wkday","01",11514
"315",5.93,0.23,4.58,0.74,1024.41,9.02,16.09,22.32,"wkday","02",11440
"316",6.35,0.72,5.03,0.75,1024.68,9.28,16.09,21.39,"wkday","03",11470
"317",5.91,0.81,4.71,0.74,1024.57,9.09,16.09,23.67,"wkday","04",12103
"318",6.08,0.9,4.67,0.73,1024.6,9.16,16.09,22.72,"wkday","05",13427
"319",6.61,1,5.19,0.74,1024.69,9.56,16.09,22.43,"wkday","06",14984
"320",6.92,1,5.67,0.75,1024.89,9.82,16.09,22.61,"wkday","07",15342
"321",10.47,1,6.77,0.78,1025.26,10.47,16.09,22.27,"wkday","08",15282
"322",10.72,1,7.44,0.8,1025.95,10.72,16.09,22.18,"wkday","09",15153
"323",10.79,1,7.48,0.8,1026.09,10.79,16.09,21.05,"wkday","10",15161
"324",11.22,0.96,8.1,0.81,1026.15,11.22,16.09,21.85,"wkday","11",14904
"325",12.06,0.86,9.35,0.84,1025.93,12.06,16.09,21.66,"wkday","12",14844
"326",12.76,0.86,10.13,0.84,1025.69,12.76,15.19,21.89,"wkday","13",14713
"327",13.34,0.89,10.86,0.85,1025.29,13.34,15.19,21.02,"wkday","14",14842
"328",13.79,0.89,11.34,0.85,1025.05,13.79,15.66,21.02,"wkday","15",15256
"329",14.49,0.96,11.82,0.84,1024.59,14.49,16.09,21.71,"wkday","16",15673
"330",14.47,0.94,12.1,0.86,1024.69,14.47,16.09,19.76,"wkday","17",16135
"331",14.47,0.86,12.19,0.86,1024.42,14.47,16.09,21.34,"wkday","18",16454
"332",14.54,0.8,12.35,0.87,1024.35,14.54,16.09,20.63,"wkday","19",16095
"333",14.94,0.75,12.46,0.85,1024.55,14.94,16.09,19.31,"wkday","20",15356
"334",15.05,0.86,12.59,0.85,1024.53,15.05,16.09,18.57,"wkday","21",14391
"335",15.21,0.84,12.57,0.84,1024.19,15.21,16.09,16.93,"wkday","22",13299
"336",15.01,0.79,12.52,0.85,1024.03,15.01,16.09,16.29,"wkday","23",12617
"337",14.74,0.73,12.64,0.87,1023.92,14.74,15.45,15.64,"wkday","00",12111
"338",14.59,0.81,12.62,0.88,1023.75,14.59,14.73,14.53,"wkday","01",11808
"339",14.41,0.81,12.48,0.88,1023.76,14.41,16.09,14.16,"wkday","02",11739
"340",14.78,1,12.53,0.86,1023.52,14.78,16.09,13.92,"wkday","03",11756
"341",14.81,1,12.49,0.86,1023.51,14.81,16.09,12.97,"wkday","04",12246
"342",14.79,0.97,12.41,0.86,1023.6,14.79,16.09,12.55,"wkday","05",13553
"343",14.73,0.98,12.46,0.86,1023.6,14.73,15.96,11.94,"wkday","06",15082
"344",14.64,0.96,12.64,0.88,1023.5,14.64,16.06,13.33,"wkday","07",15488
"345",14.64,0.85,12.58,0.87,1023.33,14.64,14.92,13.37,"wkday","08",15569
"346",14.74,0.82,12.74,0.88,1023.33,14.74,14.58,13.79,"wkday","09",15612
"347",14.92,0.82,12.83,0.87,1023.25,14.92,16.09,14.71,"wkday","10",15620
"348",15.02,0.8,12.97,0.88,1023.11,15.02,16.09,14.19,"wkday","11",15425
"349",15.79,0.87,13.19,0.85,1022.83,15.79,13.63,14.6,"wkday","12",15462
"350",16.42,0.82,13.97,0.85,1022.34,16.42,15.66,14.63,"wkday","13",15401
"351",17.09,0.64,14.21,0.83,1021.66,17.09,16.09,15.43,"wkday","14",15378
"352",17.61,0.64,14.11,0.8,1021.29,17.61,16.09,13.97,"wkday","15",15518
"353",18.01,0.86,14.27,0.79,1021,18.01,16.09,12.26,"wkday","16",15656
"354",17.7,0.73,14.09,0.79,1020.72,17.7,16.09,9.8,"wkday","17",15997
"355",17.37,0.63,14.28,0.82,1020.85,17.37,16.09,9.14,"wkday","18",16249
"356",17.07,0.61,14.27,0.84,1021.06,17.07,16.09,8.34,"wkday","19",15902
"357",16.56,0.6,14.18,0.86,1021.21,16.56,16.09,7.37,"wkday","20",15236
"358",16.09,0.62,13.92,0.87,1021.13,16.09,16.09,7.44,"wkday","21",14355
"359",15.86,0.69,13.86,0.88,1021.36,15.86,16.06,7.24,"wkday","22",13293
"360",15.32,0.7,13.76,0.9,1021.46,15.32,16.09,5.81,"wkday","23",12429
"361",15.52,0.78,13.64,0.89,1021.37,15.52,15.05,6.81,"wknd","00",11856
"362",14.94,0.54,13.39,0.9,1021,14.94,14.58,7.21,"wknd","01",11512
"363",14.17,0.14,12.63,0.9,1021.25,14.17,13.36,6.58,"wknd","02",11369
"364",13.61,0.06,12.58,0.93,1021.48,13.61,12.15,5.89,"wknd","03",11312
"365",13.53,0.28,12.36,0.93,1021.3,13.53,9.54,5.18,"wknd","04",11523
"366",13.88,0.36,12.75,0.93,1021.55,13.88,9.29,4.88,"wknd","05",12065
"367",14.29,0.72,12.97,0.92,1021.81,14.29,13.86,4.75,"wknd","06",12817
"368",14.65,0.4,13.31,0.92,1022.07,14.65,13.84,4.73,"wknd","07",13682
"369",14.96,0.72,13.57,0.91,1022.6,14.96,9.78,5.18,"wknd","08",14365
"370",15.21,0.7,14.11,0.93,1023.15,15.2,10.07,4.54,"wknd","09",14606
"371",15.71,0.75,14.7,0.94,1023.11,15.63,6.04,4.43,"wknd","10",14721
"372",16.36,0.35,14.8,0.91,1023.07,16.31,10.06,5.04,"wknd","11",14615
"373",17.05,0.58,15.13,0.89,1022.95,16.97,10.53,3.23,"wknd","12",14436
"374",17.72,0.6,14.95,0.84,1022.3,17.7,13.12,0.77,"wknd","13",14253
"375",18.31,0.78,14.78,0.8,1021.07,18.31,16.09,1.11,"wknd","14",14333
"376",18.03,0.65,14.91,0.82,1020.55,18.03,16.09,2.54,"wknd","15",14692
"377",18.21,0.3,15,0.82,1020.47,18.21,13.58,3.2,"wknd","16",15090
"378",17.62,0.68,14.78,0.83,1020.61,17.62,13.68,4.25,"wknd","17",15467
"379",16.99,0.79,14.97,0.88,1020.28,16.94,10.46,5.46,"wknd","18",15180
"380",16.43,0.6,14.89,0.91,1020.34,16.37,4.75,6.31,"wknd","19",14825
"381",16.04,0.17,14.84,0.93,1019.76,15.96,4.73,8.37,"wknd","20",14205
"382",15.8,0.31,14.72,0.94,1018.61,15.73,6.05,10.25,"wknd","21",13513
"383",15.66,0.31,14.67,0.94,1018.19,15.58,8,12.59,"wknd","22",12487
"384",15.69,0.78,14.73,0.95,1017.45,15.61,6.55,13.04,"wknd","23",11941
"385",15.62,0.41,14.7,0.95,1016.1,15.53,9.11,13.52,"wknd","00",11525
"386",15.59,0.35,14.61,0.94,1014.98,15.52,9.69,12.46,"wknd","01",11129
"387",15.57,0.35,14.57,0.94,1013.79,15.51,8.11,11.02,"wknd","02",10883
"388",15.67,0.66,14.62,0.94,1012.41,15.61,8.29,11.22,"wknd","03",10805
"389",15.82,0.29,14.75,0.94,1010.83,15.73,6.68,10.43,"wknd","04",10805
"390",15.9,0.29,14.9,0.94,1008.98,15.8,6.31,12.09,"wknd","05",11160
"391",16.32,0.31,15.09,0.93,1007.88,16.21,8.8,14.24,"wknd","06",11713
"392",16.78,0.63,15.36,0.92,1006.89,16.65,10.67,17.4,"wknd","07",12415
"393",17.43,0.56,15.71,0.9,1005.97,17.29,15.66,20.25,"wknd","08",13131
"394",18.86,0.68,16.91,0.9,1005.27,18.6,16.09,21.13,"wknd","09",13619
"395",20.49,0.35,18.03,0.88,1004.3,20.13,16.09,23.16,"wknd","10",14073
"396",21.46,0.45,18.51,0.85,1003.28,21.07,16.09,26.43,"wknd","11",14314
"397",21.86,0.77,18.77,0.85,1003.06,21.44,16.09,27.12,"wknd","12",14227
"398",22.79,0.87,18.93,0.81,1001.84,22.38,16.09,30.03,"wknd","13",14487
"399",22.87,0.45,18.53,0.78,1000.54,22.52,16.09,31.51,"wknd","14",14430
"400",22.11,0.55,17.55,0.76,1000.37,21.87,16.09,31.33,"wknd","15",14274
"401",19.04,0.37,16,0.83,1001.07,18.92,16.09,27.73,"wknd","16",14547
"402",19.04,0.23,14.38,0.74,1002.06,19.04,16.09,27.55,"wknd","17",14782
"403",17.3,0.56,12.11,0.72,1004.47,17.3,16.09,23.34,"wknd","18",14986
"404",14.64,0.22,9.03,0.69,1006.7,14.64,16.09,23.69,"wknd","19",14618
"405",12.89,0.21,7.68,0.71,1009.13,12.89,15.05,26.96,"wknd","20",13980
"406",11.34,0.23,6.48,0.72,1011.16,11.34,16.09,25.91,"wknd","21",13273
"407",10.12,0.29,5.42,0.73,1012.9,10.12,16.09,23.4,"wknd","22",12351
"408",6.54,0.66,4.64,0.72,1014.57,9.52,16.09,22.68,"wknd","23",11686
"409",5.98,0.89,4.08,0.72,1015.65,8.93,16.09,20.68,"wkday","00",11466
"410",5.7,0.94,3.85,0.72,1016.79,8.57,16.09,18.96,"wkday","01",11269
"411",5.71,0.94,3.63,0.72,1017.76,8.32,16.09,16.21,"wkday","02",11288
"412",5.44,0.94,3.41,0.73,1018.39,7.93,16.09,14.52,"wkday","03",11445
"413",4.83,0.94,2.84,0.73,1018.97,7.38,16.09,14.07,"wkday","04",12047
"414",4.56,0.63,2.41,0.73,1019.75,6.83,16.09,11.64,"wkday","05",13420
"415",3.79,0.14,2.13,0.75,1020.6,6.16,16.09,11.31,"wkday","06",15053
"416",3.48,0.27,2.05,0.77,1021.12,5.79,16.09,10.67,"wkday","07",15170
"417",2.97,0.6,1.56,0.76,1021.86,5.37,16.09,10.67,"wkday","08",15101
"418",3.67,0.6,1.89,0.75,1022.53,5.97,16.09,10.81,"wkday","09",14960
"419",4.33,0.64,1.64,0.7,1023.24,6.66,16.09,11.67,"wkday","10",14731
"420",5.13,0.62,1.58,0.67,1023.55,7.32,16.09,11.73,"wkday","11",14561
"421",5.69,0.57,1.66,0.65,1024.04,7.91,16.09,12.68,"wkday","12",14551
"422",6.26,0.68,1.23,0.6,1023.81,8.49,16.09,13.58,"wkday","13",14459
"423",7.74,0.69,0.62,0.56,1023.67,8.86,16.09,7.72,"wkday","14",14520
"424",8.48,0.67,0,0.5,1023.22,9.82,16.09,9.7,"wkday","15",14991
"425",10.34,0.23,-0.39,0.47,1023.58,10.34,16.09,7.13,"wkday","16",15652
"426",9.19,0.12,-1.19,0.46,1023.97,9.98,16.09,7.1,"wkday","17",16284
"427",8.74,0.03,-1.34,0.48,1024.33,9.21,16.09,5.42,"wkday","18",16838
"428",7.99,0.03,-1.24,0.52,1024.8,7.99,16.09,4.2,"wkday","19",16437
"429",6.83,0,-0.81,0.58,1024.87,6.83,16.09,3.48,"wkday","20",15802
"430",5.83,0,-0.32,0.65,1025.01,5.83,16.09,0.66,"wkday","21",14607
"431",4.87,0,-0.09,0.7,1024.76,4.87,16.09,0.55,"wkday","22",13503
"432",4.46,0,0.54,0.76,1024.83,4.46,16.09,0.14,"wkday","23",12614
"433",3.86,0,0.3,0.78,1024.68,3.86,16.09,0.39,"wkday","00",12117
"434",3.51,0,0.28,0.79,1024.47,3.51,15.72,0.51,"wkday","01",11875
"435",3.23,0.02,0.58,0.83,1024.61,3.23,16.09,2.45,"wkday","02",11741
"436",3.41,0.07,0.46,0.81,1024.64,3.41,16.09,0.71,"wkday","03",11810
"437",4.17,0.1,0.97,0.8,1024.49,4.17,16.09,3.98,"wkday","04",12353
"438",3.36,0.04,0.34,0.81,1024.15,3.36,16.09,1.19,"wkday","05",13791
"439",3.43,0.05,0.52,0.81,1023.88,3.43,16.09,0.14,"wkday","06",15137
"440",3.93,0.1,1.07,0.82,1023.4,3.93,16.09,1.95,"wkday","07",15024
"441",5.12,0.1,1.95,0.8,1023.42,5.12,16.09,0.71,"wkday","08",14867
"442",8.54,0.03,4.45,0.75,1023.19,8.54,16.09,4.57,"wkday","09",14585
"443",10.8,0.21,5.54,0.7,1022.69,10.8,16.09,4.81,"wkday","10",14019
"444",13.92,0.21,6.94,0.63,1021.97,13.92,16.09,9.12,"wkday","11",13698
"445",15.94,0.03,7.52,0.57,1021.39,15.94,16.09,8.37,"wkday","12",14110
"446",17.51,0.03,6.85,0.5,1020.22,17.51,16.09,9.74,"wkday","13",13955
"447",18.31,0.03,6.43,0.46,1019.24,18.31,16.09,8.56,"wkday","14",13824
"448",18.98,0,6.79,0.45,1018.75,18.98,16.09,12.46,"wkday","15",14354
"449",18.73,0.03,7.15,0.47,1017.76,18.73,16.09,10.22,"wkday","16",14975
"450",18.33,0.03,7.9,0.51,1017.39,18.33,16.09,8.18,"wkday","17",15823
"451",17.68,0.05,7.88,0.53,1017.56,17.68,16.09,9.93,"wkday","18",16318
"452",16.83,0.12,8.21,0.57,1018.33,16.83,16.09,5.63,"wkday","19",16023
"453",15.9,0.12,8.58,0.62,1018.92,15.9,16.09,9.37,"wkday","20",15263
"454",15.47,0.06,8.49,0.63,1019.47,15.47,16.09,10.64,"wkday","21",14149
"455",15.14,0.05,8.14,0.63,1020.1,15.14,16.09,9.67,"wkday","22",13009
"456",14.23,0.01,7.78,0.65,1020.2,14.23,16.09,9.96,"wkday","23",12282
"457",13.61,0,7.51,0.67,1020.36,13.61,16.09,7.35,"wkday","00",11848
"458",12.58,0,7.27,0.7,1020.52,12.58,16.09,7.76,"wkday","01",11553
"459",12.29,0.01,6.63,0.68,1020.99,12.29,16.09,3.75,"wkday","02",11465
"460",11.45,0.01,6.67,0.72,1021.51,11.45,16.09,2.77,"wkday","03",11526
"461",10.47,0,6.64,0.77,1021.98,10.47,16.09,2.96,"wkday","04",12054
"462",9.88,0.01,6.64,0.8,1022.36,9.88,16.09,2,"wkday","05",13446
"463",9.89,0,6,0.77,1022.84,9.89,16.09,2.49,"wkday","06",14827
"464",9.39,0.05,5.84,0.79,1023.15,9.39,16.09,1.96,"wkday","07",14776
"465",8.91,0.07,5.88,0.81,1023.27,8.91,16.09,2.3,"wkday","08",14374
"466",11.26,0.07,7.08,0.75,1023.84,11.26,16.09,3.85,"wkday","09",14115
"467",13.9,0.03,7.52,0.65,1023.94,13.9,16.09,5.18,"wkday","10",13897
"468",15.97,0.03,8.34,0.61,1024.01,15.97,16.09,7.48,"wkday","11",13831
"469",17.65,0.03,9.37,0.58,1023.77,17.65,16.09,8.22,"wkday","12",13810
"470",19.14,0.03,8.71,0.51,1022.94,19.14,16.09,7.53,"wkday","13",13801
"471",20.26,0.03,8.54,0.47,1021.87,20.26,16.09,10.01,"wkday","14",13951
"472",20.41,0.02,10.06,0.51,1021.22,20.41,16.09,8.72,"wkday","15",14493
"473",20.08,0,10.52,0.54,1020.73,20.08,16.09,10.27,"wkday","16",15391
"474",19.16,0,9.79,0.55,1020.42,19.16,16.09,10.86,"wkday","17",15840
"475",18.19,0,9,0.55,1020.29,18.19,16.09,11.04,"wkday","18",16331
"476",17.21,0,6.82,0.5,1020.5,17.21,16.09,9.85,"wkday","19",16000
"477",16.4,0,7.51,0.56,1020.32,16.4,16.09,7.44,"wkday","20",15276
"478",15.52,0,8.56,0.63,1019.81,15.52,16.09,5.92,"wkday","21",14174
"479",14.83,0,9.25,0.69,1019.47,14.83,16.09,5.57,"wkday","22",12981
"480",14.39,0,9.46,0.72,1019.1,14.39,16.09,5.42,"wkday","23",12164
"481",13.88,0,9.61,0.75,1018.8,13.88,16.09,6.34,"wkday","00",11591
"482",13.21,0,9.37,0.78,1018.41,13.21,16.09,5.44,"wkday","01",11119
"483",12.86,0,9.48,0.8,1018.23,12.86,16.09,6.44,"wkday","02",10941
"484",13.68,0.01,9.53,0.76,1017.84,13.68,16.09,9.91,"wkday","03",10984
"485",13.42,0.01,9.09,0.75,1017.19,13.42,16.09,10.72,"wkday","04",11662
"486",13.48,0,9.41,0.76,1017.02,13.48,16.09,9.72,"wkday","05",13069
"487",13.69,0.03,9.86,0.78,1016.2,13.69,16.09,10.2,"wkday","06",14546
"488",13.71,0.05,9.99,0.78,1016.19,13.71,16.09,11.38,"wkday","07",14468
"489",14.29,0.16,10.3,0.77,1015.86,14.29,16.09,7.02,"wkday","08",14342
"490",14.79,0.15,10.59,0.76,1015.95,14.79,16.09,8.5,"wkday","09",14143
"491",16.24,0.06,10.86,0.7,1016.02,16.24,16.09,8.08,"wkday","10",14195
"492",17.66,0.04,10.91,0.65,1015.76,17.66,16.09,8.03,"wkday","11",14076
"493",18.93,0.04,10.29,0.57,1015.68,18.93,16.09,6.5,"wkday","12",14194
"494",19.89,0.04,10.34,0.54,1015.43,19.89,16.09,8.08,"wkday","13",14317
"495",20.52,0.03,9.75,0.5,1015.04,20.52,16.09,11.99,"wkday","14",14251
"496",20.72,0.03,8.88,0.47,1014.52,20.72,16.09,11.81,"wkday","15",14758
"497",20.46,0.03,6.97,0.42,1014.85,20.46,16.09,7.76,"wkday","16",15281
"498",19.43,0.03,6.33,0.42,1015.17,19.43,16.09,7.84,"wkday","17",15779
"499",18.24,0.05,5.91,0.44,1016.33,18.24,16.09,10.32,"wkday","18",16282
"500",16.62,0.13,4.6,0.45,1017.47,16.62,16.09,9.54,"wkday","19",15808
"501",15.32,0.04,2.75,0.43,1018.42,15.32,16.09,9.29,"wkday","20",14971
"502",13.93,0.03,2.68,0.47,1018.55,13.93,16.09,4.94,"wkday","21",14047
"503",13.08,0.02,1.88,0.47,1018.85,13.08,15.72,6.24,"wkday","22",12867
"504",12.36,0.05,1.77,0.48,1018.89,12.36,16.09,6.28,"wkday","23",12039
"505",11.92,0.03,1.76,0.5,1019.02,11.92,16.09,6.73,"wkday","00",11406
"506",11.26,0.03,1.6,0.51,1019.25,11.26,15.72,5.12,"wkday","01",11293
"507",10.82,0.19,2.77,0.58,1019.76,10.82,16.09,4.67,"wkday","02",11202
"508",10.39,0.13,3.08,0.6,1020.06,10.39,16.09,4.47,"wkday","03",11268
"509",10.04,0.05,3.36,0.63,1020.31,10.04,16.09,5.44,"wkday","04",11836
"510",10.02,0.11,2.86,0.61,1021.01,10.02,16.09,3.98,"wkday","05",13319
"511",9.72,0,2.79,0.62,1021.95,9.72,16.09,3.73,"wkday","06",14951
"512",8.84,0.11,2.68,0.65,1022.63,8.84,16.09,2.48,"wkday","07",14994
"513",8.51,0.09,3.24,0.69,1023.38,8.51,16.09,0.56,"wkday","08",14374
"514",10.71,0.03,4.57,0.66,1024.28,10.71,16.09,2.32,"wkday","09",14051
"515",13.7,0.03,5.81,0.59,1024.57,13.7,16.09,1.98,"wkday","10",13984
"516",15.86,0.01,6.51,0.54,1024.49,15.86,16.09,3.7,"wkday","11",13963
"517",16.88,0.03,7.26,0.53,1024.41,16.88,16.09,6.31,"wkday","12",13980
"518",17.92,0.03,6.93,0.49,1024.01,17.92,16.09,6.65,"wkday","13",14023
"519",18.74,0.05,7.37,0.48,1023.1,18.74,16.09,5.29,"wkday","14",14057
"520",19.33,0.05,6.96,0.45,1022.56,19.33,16.09,6.36,"wkday","15",14358
"521",19.86,0.03,5.82,0.4,1021.91,19.86,16.09,8.1,"wkday","16",15096
"522",19.25,0.03,6.31,0.43,1021.5,19.25,16.09,8.56,"wkday","17",15481
"523",18.12,0.05,6.62,0.47,1021.23,18.12,16.09,8.14,"wkday","18",15780
"524",16.8,0.05,7.01,0.52,1021.18,16.8,16.09,6.95,"wkday","19",15213
"525",15.74,0.03,6.88,0.56,1021.13,15.74,16.09,3.75,"wkday","20",14612
"526",14.49,0.03,5.83,0.56,1021.13,14.49,16.09,3.99,"wkday","21",13614
"527",13.66,0.03,5.06,0.56,1021.24,13.66,16.09,3.33,"wkday","22",12547
"528",13.16,0.03,4.79,0.57,1021.56,13.16,16.09,1.93,"wkday","23",11706
"529",12.23,0.02,4.32,0.58,1021.83,12.23,16.09,2.74,"wknd","00",11218
"530",11.67,0.09,4.12,0.6,1021.94,11.67,16.09,1.03,"wknd","01",10958
"531",10.98,0,4.71,0.65,1022.2,10.98,16.09,2.83,"wknd","02",10969
"532",10.37,0.1,4.84,0.69,1022.46,10.37,16.09,0.95,"wknd","03",10904
"533",10.22,0.02,5.58,0.73,1022.66,10.22,15.72,1.37,"wknd","04",11108
"534",10.09,0.2,5.46,0.73,1023.01,10.09,16.09,0.82,"wknd","05",11651
"535",9.78,0.17,5.88,0.77,1023.34,9.78,16.09,0.47,"wknd","06",12422
"536",9.07,0.14,5.79,0.8,1023.9,9.07,16.09,0.58,"wknd","07",13076
"537",9.12,0.19,6.06,0.81,1024.36,9.12,16.09,0.74,"wknd","08",13371
"538",11.93,0.41,8.27,0.78,1024.73,11.93,16.09,0.76,"wknd","09",13529
"539",15,0.13,10.57,0.75,1024.84,15,16.09,2.66,"wknd","10",13546
"540",16.24,0.17,10.98,0.71,1024.79,16.24,16.09,3.15,"wknd","11",13534
"541",17.45,0.13,11.84,0.7,1024.64,17.45,16.09,5.33,"wknd","12",13463
"542",18.52,0.05,12.19,0.67,1024.25,18.52,16.09,2.99,"wknd","13",13381
"543",20.11,0.23,12.01,0.6,1023.96,20.11,16.09,4.81,"wknd","14",13533
"544",20.56,0.03,12.42,0.6,1023.55,20.56,16.09,3.22,"wknd","15",13903
"545",20.84,0.05,12.44,0.59,1023.3,20.84,14.89,3.77,"wknd","16",14366
"546",19.83,0.06,12.06,0.61,1023.49,19.83,16.09,2.83,"wknd","17",14683
"547",18.37,0.05,11.99,0.66,1023.52,18.37,16.09,3.33,"wknd","18",14843
"548",16.32,0.08,11.94,0.75,1023.74,16.32,16.09,3.93,"wknd","19",14094
"549",15.58,0.26,11.83,0.78,1023.7,15.58,16.09,4.25,"wknd","20",13683
"550",15.12,0.14,11.61,0.8,1023.71,15.12,16.09,2.3,"wknd","21",13018
"551",14.17,0.07,11.17,0.82,1023.51,14.17,16.09,2.69,"wknd","22",12012
"552",13.44,0.15,10.44,0.82,1023.47,13.44,16.09,1.46,"wknd","23",11338
"553",13.43,0.16,10.62,0.83,1023.32,13.43,16.09,1.21,"wknd","00",10970
"554",13.09,0.17,10.29,0.83,1023.12,13.09,16.09,2.2,"wknd","01",10706
"555",12.56,0.06,10.03,0.85,1023.04,12.56,16.09,2.14,"wknd","02",10554
"556",11.93,0.04,9.6,0.86,1023.1,11.93,16.09,2.62,"wknd","03",10534
"557",11.77,0.05,9.56,0.86,1023.54,11.77,16.09,1.72,"wknd","04",10640
"558",11.02,0.14,9.17,0.88,1024.06,11.02,16.09,1.27,"wknd","05",11007
"559",10.36,0.2,8.61,0.89,1024.44,10.36,16.09,0.55,"wknd","06",11546
"560",10.16,0.21,8.37,0.89,1024.27,10.16,16.09,0.45,"wknd","07",11994
"561",10.4,0.18,8.18,0.86,1024.09,10.4,16.09,1.03,"wknd","08",12338
"562",11.06,0.17,9.16,0.88,1024.46,11.06,16.09,1.34,"wknd","09",12525
"563",15.2,0.07,12.26,0.83,1024.19,15.2,16.09,3.36,"wknd","10",12688
"564",18.33,0.19,12.24,0.68,1024.24,18.33,16.09,2.96,"wknd","11",12752
"565",19.57,0.13,13.29,0.67,1024.13,19.57,16.09,4.65,"wknd","12",12751
"566",20.07,0.06,12.89,0.63,1023.48,20.07,16.09,2.74,"wknd","13",12730
"567",21.82,0.17,12.64,0.56,1022.62,21.82,16.09,3.65,"wknd","14",13073
"568",22.08,0.22,12.48,0.55,1021.7,22.08,16.09,6.08,"wknd","15",13781
"569",20.79,0.06,12.21,0.58,1021.37,20.79,16.09,6.34,"wknd","16",14409
"570",18.92,0.05,11.9,0.64,1021.07,18.92,16.09,7.97,"wknd","17",15049
"571",17.73,0.1,11.71,0.68,1020.68,17.73,16.09,6.1,"wknd","18",15229
"572",17.16,0.17,11.83,0.71,1020.54,17.16,16.09,5.33,"wknd","19",14764
"573",16.42,0.21,11.81,0.74,1020.7,16.42,16.09,5.18,"wknd","20",13944
"574",15.74,0.12,11.88,0.78,1020.53,15.74,16.09,3.01,"wknd","21",12987
"575",15.12,0.22,11.69,0.8,1020.09,15.12,16.09,2.16,"wknd","22",12153
"576",14.7,0.6,11.66,0.82,1019.73,14.7,16.09,2.01,"wknd","23",11457
"577",14.54,0.68,11.72,0.83,1019.22,14.54,16.09,2.09,"wkday","00",11209
"578",14.25,0.91,11.58,0.84,1018.98,14.25,16.09,2.06,"wkday","01",11003
"579",14.56,0.35,12.1,0.85,1018.65,14.56,15.72,1.35,"wkday","02",10920
"580",14.6,0.78,12.13,0.85,1018.34,14.6,15.72,1.54,"wkday","03",11054
"581",14.13,0.31,12.03,0.87,1017.99,14.13,15.72,1.66,"wkday","04",11639
"582",13.78,0.05,11.79,0.88,1017.7,13.78,15.72,2.48,"wkday","05",13061
"583",13.82,0.08,11.87,0.88,1017.35,13.82,16.09,2.99,"wkday","06",14643
"584",14.42,0.2,12.09,0.86,1016.95,14.42,16.09,3.07,"wkday","07",14910
"585",14.24,0.21,12.08,0.87,1016.75,14.24,16.09,3.78,"wkday","08",14992
"586",14.86,0.17,12.55,0.86,1016.66,14.86,16.09,3.01,"wkday","09",15052
"587",16.34,0.16,13.25,0.82,1016.14,16.34,16.09,4.38,"wkday","10",15089
"588",18.12,0.05,13.41,0.74,1015.2,18.12,16.09,5.97,"wkday","11",15020
"589",18.75,0.16,13.11,0.7,1014.69,18.75,16.09,5.66,"wkday","12",15210
"590",18.54,0.31,12.88,0.7,1013.91,18.54,16.09,4.15,"wkday","13",15334
"591",17.56,0.25,12.91,0.74,1012.75,17.56,16.09,6.98,"wkday","14",15435
"592",17.76,0.84,12.86,0.73,1011.07,17.76,16.09,6.84,"wkday","15",15783
"593",17.86,0.86,13.23,0.74,1009.85,17.86,16.09,6.6,"wkday","16",16142
"594",17.04,0.37,13.62,0.8,1009.25,17.04,15.74,6.13,"wkday","17",16424
"595",16.87,0.37,14.07,0.84,1008,16.87,13.13,7.26,"wkday","18",16528
"596",16.33,0.24,14.42,0.88,1007.06,16.33,12.46,7.48,"wkday","19",16077
"597",16.02,0.28,14.29,0.89,1005.57,16.02,14.74,9.4,"wkday","20",15174
"598",16.14,0.62,14.05,0.87,1004.51,16.14,15.74,9.11,"wkday","21",13935
"599",16.34,0.67,13.67,0.84,1003.61,16.34,15.71,8.67,"wkday","22",12899
"600",16.81,0.75,14.17,0.84,1002.68,16.81,16.09,5.63,"wkday","23",11983
"601",16.1,0.7,14.15,0.88,1002.24,16.1,11.72,8.75,"wkday","00",11554
"602",15.36,0.8,13.74,0.9,1000.31,15.36,15.03,6.16,"wkday","01",11221
"603",14.83,0.63,13.61,0.92,1000.17,14.83,12.57,11.3,"wkday","02",11055
"604",14.76,0.3,13.34,0.91,999.56,14.76,16.09,11.52,"wkday","03",11252
"605",14.95,0.45,13.05,0.88,998.92,14.95,16.09,10.59,"wkday","04",11765
"606",15.37,0.86,12.92,0.85,998.86,15.37,16.09,11.54,"wkday","05",13000
"607",15.32,0.71,12.74,0.85,999.04,15.32,16.09,11.46,"wkday","06",14606
